locus_tag	ftype	length_bp	gene	EC_number	COG	product
ICLPPAIG_47079	CDS	324				hypothetical protein
ICLPPAIG_47080	CDS	441				hypothetical protein
ICLPPAIG_47081	CDS	4335				hypothetical protein
ICLPPAIG_47082	CDS	153				hypothetical protein
ICLPPAIG_47083	CDS	294				hypothetical protein
ICLPPAIG_47084	CDS	663				hypothetical protein
ICLPPAIG_47085	CDS	255				hypothetical protein
ICLPPAIG_47086	CDS	288				hypothetical protein
ICLPPAIG_47087	CDS	138				hypothetical protein
ICLPPAIG_47088	CDS	153				hypothetical protein
ICLPPAIG_47089	CDS	1383				hypothetical protein
ICLPPAIG_47090	CDS	1359				hypothetical protein
ICLPPAIG_47091	CDS	384				hypothetical protein
ICLPPAIG_47092	CDS	528				hypothetical protein
ICLPPAIG_47093	CDS	174				hypothetical protein
ICLPPAIG_47094	CDS	180				hypothetical protein
ICLPPAIG_47095	CDS	165				hypothetical protein
ICLPPAIG_47096	CDS	186				hypothetical protein
ICLPPAIG_47097	CDS	684				hypothetical protein
ICLPPAIG_47098	CDS	1560				hypothetical protein
ICLPPAIG_47099	CDS	525				hypothetical protein
ICLPPAIG_47100	CDS	1452				hypothetical protein
ICLPPAIG_47101	CDS	1332				hypothetical protein
ICLPPAIG_47102	CDS	471				hypothetical protein
ICLPPAIG_47103	CDS	2790	ftsH_68	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
ICLPPAIG_47104	CDS	279				hypothetical protein
ICLPPAIG_47105	CDS	1926				hypothetical protein
ICLPPAIG_47106	CDS	162				hypothetical protein
ICLPPAIG_47107	CDS	486	dnaJ_61			Chaperone protein DnaJ
ICLPPAIG_47108	CDS	1236				hypothetical protein
ICLPPAIG_47109	CDS	354				hypothetical protein
ICLPPAIG_47110	CDS	813				hypothetical protein
ICLPPAIG_47111	CDS	243				hypothetical protein
ICLPPAIG_47112	CDS	249				hypothetical protein
ICLPPAIG_47113	CDS	1416	ubiI_2	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
ICLPPAIG_47114	CDS	93				hypothetical protein
ICLPPAIG_47115	CDS	1116				hypothetical protein
ICLPPAIG_47116	CDS	165				hypothetical protein
ICLPPAIG_47117	CDS	228				hypothetical protein
ICLPPAIG_47118	CDS	1458	vdh_3	1.2.1.67		Vanillin dehydrogenase
ICLPPAIG_47119	CDS	168				hypothetical protein
ICLPPAIG_47120	CDS	600	rplM_7			Large ribosomal subunit protein uL13
ICLPPAIG_47121	CDS	261				hypothetical protein
ICLPPAIG_47122	CDS	390				hypothetical protein
ICLPPAIG_47123	CDS	1782	leuA_7	2.3.3.13	COG0119	2-isopropylmalate synthase
ICLPPAIG_47124	CDS	591				hypothetical protein
ICLPPAIG_47125	CDS	357				hypothetical protein
ICLPPAIG_47126	CDS	180				hypothetical protein
ICLPPAIG_47127	CDS	195				hypothetical protein
ICLPPAIG_47128	CDS	237				hypothetical protein
ICLPPAIG_47129	CDS	2133				hypothetical protein
ICLPPAIG_47130	CDS	339				hypothetical protein
ICLPPAIG_47131	CDS	225				hypothetical protein
ICLPPAIG_47132	CDS	318				hypothetical protein
ICLPPAIG_47133	CDS	255				hypothetical protein
ICLPPAIG_47134	CDS	1311				hypothetical protein
ICLPPAIG_47135	CDS	111				hypothetical protein
ICLPPAIG_47136	CDS	495				hypothetical protein
ICLPPAIG_47137	CDS	2184				hypothetical protein
ICLPPAIG_47138	CDS	3387				hypothetical protein
ICLPPAIG_47139	CDS	120				hypothetical protein
ICLPPAIG_47140	CDS	2457				hypothetical protein
ICLPPAIG_47141	CDS	240				hypothetical protein
ICLPPAIG_47142	CDS	759	trpF_5	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
ICLPPAIG_47143	CDS	159				hypothetical protein
ICLPPAIG_47144	CDS	1668	groEL_20	5.6.1.7		Chaperonin GroEL
ICLPPAIG_47145	CDS	234				hypothetical protein
ICLPPAIG_47146	CDS	972				hypothetical protein
ICLPPAIG_47147	CDS	219				hypothetical protein
ICLPPAIG_47148	CDS	114				hypothetical protein
ICLPPAIG_47149	CDS	240				hypothetical protein
ICLPPAIG_47150	CDS	129				hypothetical protein
ICLPPAIG_47151	CDS	408	guaB_12	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
ICLPPAIG_47152	CDS	276				hypothetical protein
ICLPPAIG_47153	rRNA	117				5S ribosomal RNA
ICLPPAIG_47154	CDS	843				hypothetical protein
ICLPPAIG_47155	CDS	120				hypothetical protein
ICLPPAIG_47156	CDS	141				hypothetical protein
ICLPPAIG_47157	CDS	513				hypothetical protein
ICLPPAIG_47158	CDS	195				hypothetical protein
ICLPPAIG_47159	CDS	126				hypothetical protein
ICLPPAIG_47160	CDS	1950				hypothetical protein
ICLPPAIG_47161	CDS	897				hypothetical protein
ICLPPAIG_47162	CDS	222				hypothetical protein
ICLPPAIG_47163	CDS	312				hypothetical protein
ICLPPAIG_47164	CDS	357				hypothetical protein
ICLPPAIG_47165	CDS	147				hypothetical protein
ICLPPAIG_47166	CDS	183				hypothetical protein
ICLPPAIG_47167	CDS	1137				hypothetical protein
ICLPPAIG_47168	CDS	237				hypothetical protein
ICLPPAIG_47169	CDS	828				hypothetical protein
ICLPPAIG_47170	CDS	156				hypothetical protein
ICLPPAIG_47171	CDS	246				hypothetical protein
ICLPPAIG_47172	CDS	300				hypothetical protein
ICLPPAIG_47173	CDS	318				hypothetical protein
ICLPPAIG_47174	CDS	168				hypothetical protein
ICLPPAIG_47175	CDS	1221				hypothetical protein
ICLPPAIG_47176	CDS	177				hypothetical protein
ICLPPAIG_47177	CDS	1338				hypothetical protein
ICLPPAIG_47178	CDS	234				hypothetical protein
ICLPPAIG_47179	CDS	171				hypothetical protein
ICLPPAIG_47180	CDS	300				hypothetical protein
ICLPPAIG_47181	CDS	1653				hypothetical protein
ICLPPAIG_47182	CDS	2916				hypothetical protein
ICLPPAIG_47183	CDS	417				hypothetical protein
ICLPPAIG_47184	CDS	225				hypothetical protein
ICLPPAIG_47185	CDS	240				hypothetical protein
ICLPPAIG_47186	CDS	285				hypothetical protein
ICLPPAIG_47187	CDS	120				hypothetical protein
ICLPPAIG_47188	CDS	207				hypothetical protein
ICLPPAIG_47189	CDS	225				hypothetical protein
ICLPPAIG_47190	CDS	645				hypothetical protein
ICLPPAIG_47191	CDS	300				hypothetical protein
ICLPPAIG_47192	CDS	411				hypothetical protein
ICLPPAIG_47193	CDS	240				hypothetical protein
ICLPPAIG_47194	CDS	222				hypothetical protein
ICLPPAIG_47195	CDS	255				hypothetical protein
ICLPPAIG_47196	CDS	327				hypothetical protein
ICLPPAIG_47197	CDS	183				hypothetical protein
ICLPPAIG_47198	CDS	201				hypothetical protein
ICLPPAIG_47199	CDS	1200				hypothetical protein
ICLPPAIG_47200	CDS	162				hypothetical protein
ICLPPAIG_47201	CDS	174				hypothetical protein
ICLPPAIG_47202	CDS	627	prfA_7			Peptide chain release factor 1
ICLPPAIG_47203	CDS	150				hypothetical protein
ICLPPAIG_47204	CDS	330				hypothetical protein
ICLPPAIG_47205	CDS	4062				hypothetical protein
ICLPPAIG_47206	CDS	129				hypothetical protein
ICLPPAIG_47207	CDS	240				hypothetical protein
ICLPPAIG_47208	CDS	1437				hypothetical protein
ICLPPAIG_47209	CDS	858				hypothetical protein
ICLPPAIG_47210	CDS	684				hypothetical protein
ICLPPAIG_47211	CDS	174				hypothetical protein
ICLPPAIG_47212	CDS	171				hypothetical protein
ICLPPAIG_47213	CDS	177				hypothetical protein
ICLPPAIG_47214	CDS	2187				hypothetical protein
ICLPPAIG_47215	CDS	249				hypothetical protein
ICLPPAIG_47216	CDS	240				hypothetical protein
ICLPPAIG_47217	CDS	630				hypothetical protein
ICLPPAIG_47218	CDS	150				hypothetical protein
ICLPPAIG_47219	CDS	264				hypothetical protein
ICLPPAIG_47220	CDS	120				hypothetical protein
ICLPPAIG_47221	CDS	246				hypothetical protein
ICLPPAIG_47222	CDS	252				hypothetical protein
ICLPPAIG_47223	CDS	216				hypothetical protein
ICLPPAIG_47224	CDS	2184				hypothetical protein
ICLPPAIG_47225	CDS	513				hypothetical protein
ICLPPAIG_47226	CDS	1197				hypothetical protein
ICLPPAIG_47227	CDS	312				hypothetical protein
ICLPPAIG_47228	CDS	435				hypothetical protein
ICLPPAIG_47229	CDS	174				hypothetical protein
ICLPPAIG_47230	CDS	2082				hypothetical protein
ICLPPAIG_47231	CDS	336				hypothetical protein
ICLPPAIG_47232	CDS	177				hypothetical protein
ICLPPAIG_47233	CDS	276				hypothetical protein
ICLPPAIG_47234	CDS	117				hypothetical protein
ICLPPAIG_47235	CDS	486				hypothetical protein
ICLPPAIG_47236	CDS	906				hypothetical protein
ICLPPAIG_47237	CDS	354				hypothetical protein
ICLPPAIG_47238	CDS	591		3.6.1.66		dITP/XTP pyrophosphatase
ICLPPAIG_47239	CDS	510				hypothetical protein
ICLPPAIG_47240	CDS	726				hypothetical protein
ICLPPAIG_47241	CDS	270				hypothetical protein
ICLPPAIG_47242	CDS	132				hypothetical protein
ICLPPAIG_47243	CDS	168				hypothetical protein
ICLPPAIG_47244	CDS	216				hypothetical protein
ICLPPAIG_47245	CDS	672				hypothetical protein
ICLPPAIG_47246	CDS	1764				hypothetical protein
ICLPPAIG_47247	CDS	333				hypothetical protein
ICLPPAIG_47248	CDS	2034				hypothetical protein
ICLPPAIG_47249	CDS	1872	argS_5	6.1.1.19	COG0018	Arginine--tRNA ligase
ICLPPAIG_47250	CDS	150				hypothetical protein
ICLPPAIG_47251	CDS	4743				hypothetical protein
ICLPPAIG_47252	CDS	522				hypothetical protein
ICLPPAIG_47253	CDS	660	rplM_8			Large ribosomal subunit protein uL13
ICLPPAIG_47254	CDS	3702	rpoB_13	2.7.7.6		DNA-directed RNA polymerase subunit beta
ICLPPAIG_47255	CDS	867				hypothetical protein
ICLPPAIG_47256	CDS	858				hypothetical protein
ICLPPAIG_47257	CDS	129				hypothetical protein
ICLPPAIG_47258	CDS	222				hypothetical protein
ICLPPAIG_47259	CDS	2205				hypothetical protein
ICLPPAIG_47260	CDS	858				hypothetical protein
ICLPPAIG_47261	CDS	972				hypothetical protein
ICLPPAIG_47262	CDS	1692				hypothetical protein
ICLPPAIG_47263	CDS	534				hypothetical protein
ICLPPAIG_47264	CDS	201				hypothetical protein
ICLPPAIG_47265	CDS	222				hypothetical protein
ICLPPAIG_47266	CDS	2610				hypothetical protein
ICLPPAIG_47267	CDS	441				hypothetical protein
ICLPPAIG_47268	CDS	264				hypothetical protein
ICLPPAIG_47269	CDS	474				hypothetical protein
ICLPPAIG_47270	CDS	909	malP_6	2.4.1.1	COG0058	Maltodextrin phosphorylase
ICLPPAIG_47271	CDS	1938				hypothetical protein
ICLPPAIG_47272	CDS	708	rplD_6		COG0088	Large ribosomal subunit protein uL4
ICLPPAIG_47273	CDS	1059				hypothetical protein
ICLPPAIG_47274	CDS	309				hypothetical protein
ICLPPAIG_47275	CDS	291				hypothetical protein
ICLPPAIG_47276	CDS	213				hypothetical protein
ICLPPAIG_47277	CDS	162				hypothetical protein
ICLPPAIG_47278	CDS	297				hypothetical protein
ICLPPAIG_47279	CDS	177				hypothetical protein
ICLPPAIG_47280	CDS	354	rpsM_9			Small ribosomal subunit protein uS13
ICLPPAIG_47281	CDS	207				hypothetical protein
ICLPPAIG_47282	CDS	2553	rapA_26	3.6.4.-		RNA polymerase-associated protein RapA
ICLPPAIG_47283	CDS	147				hypothetical protein
ICLPPAIG_47284	CDS	4161	lgrD_5			Linear gramicidin synthase subunit D
ICLPPAIG_47285	CDS	966				hypothetical protein
ICLPPAIG_47286	CDS	222				hypothetical protein
ICLPPAIG_47287	CDS	1806				hypothetical protein
ICLPPAIG_47288	CDS	309				hypothetical protein
ICLPPAIG_47289	CDS	1746				hypothetical protein
ICLPPAIG_47290	CDS	600				hypothetical protein
ICLPPAIG_47291	CDS	216				hypothetical protein
ICLPPAIG_47292	CDS	213				hypothetical protein
ICLPPAIG_47293	CDS	327				hypothetical protein
ICLPPAIG_47294	CDS	267				hypothetical protein
ICLPPAIG_47295	CDS	789				hypothetical protein
ICLPPAIG_47296	CDS	186				hypothetical protein
ICLPPAIG_47297	CDS	201				hypothetical protein
ICLPPAIG_47298	CDS	780				hypothetical protein
ICLPPAIG_47299	CDS	159				hypothetical protein
ICLPPAIG_47300	CDS	312				hypothetical protein
ICLPPAIG_47301	CDS	240				hypothetical protein
ICLPPAIG_47302	CDS	2163				hypothetical protein
ICLPPAIG_47303	CDS	180				hypothetical protein
ICLPPAIG_47304	CDS	1395				hypothetical protein
ICLPPAIG_47305	CDS	114				hypothetical protein
ICLPPAIG_47306	rRNA	117				5S ribosomal RNA
ICLPPAIG_47307	CDS	141				hypothetical protein
ICLPPAIG_47308	CDS	1086				hypothetical protein
ICLPPAIG_47309	CDS	297				hypothetical protein
ICLPPAIG_47310	CDS	276				hypothetical protein
ICLPPAIG_47311	CDS	243				hypothetical protein
ICLPPAIG_47312	CDS	717				hypothetical protein
ICLPPAIG_47313	CDS	210				hypothetical protein
ICLPPAIG_47314	CDS	1515	thrS_6	6.1.1.3		Threonine--tRNA ligase
ICLPPAIG_47315	CDS	303				hypothetical protein
ICLPPAIG_47316	CDS	237				hypothetical protein
ICLPPAIG_47317	CDS	432				hypothetical protein
ICLPPAIG_47318	CDS	363				hypothetical protein
ICLPPAIG_47319	CDS	1992				hypothetical protein
ICLPPAIG_47320	CDS	1458				hypothetical protein
ICLPPAIG_47321	CDS	327				hypothetical protein
ICLPPAIG_47322	CDS	2481				hypothetical protein
ICLPPAIG_47323	CDS	1182	tatD_5	3.1.13.-		3'-5' ssDNA/RNA exonuclease TatD
ICLPPAIG_47324	CDS	132				hypothetical protein
ICLPPAIG_47325	CDS	213				hypothetical protein
ICLPPAIG_47326	CDS	681				hypothetical protein
ICLPPAIG_47327	CDS	1350	atpD_6	7.1.2.2	COG0055	ATP synthase subunit beta
ICLPPAIG_47328	CDS	174				hypothetical protein
ICLPPAIG_47329	CDS	243				hypothetical protein
ICLPPAIG_47330	CDS	2478				hypothetical protein
ICLPPAIG_47331	CDS	831	proC_3	1.5.1.2		Pyrroline-5-carboxylate reductase
ICLPPAIG_47332	CDS	225				hypothetical protein
ICLPPAIG_47333	CDS	156				hypothetical protein
ICLPPAIG_47334	CDS	414				hypothetical protein
ICLPPAIG_47335	CDS	270				hypothetical protein
ICLPPAIG_47336	CDS	249				hypothetical protein
ICLPPAIG_47337	CDS	1038	cshA_17	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
ICLPPAIG_47338	CDS	1074				hypothetical protein
ICLPPAIG_47339	CDS	375				hypothetical protein
ICLPPAIG_47340	CDS	1314	oah1_2	2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase 1
ICLPPAIG_47341	CDS	342				hypothetical protein
ICLPPAIG_47342	CDS	1116				hypothetical protein
ICLPPAIG_47343	CDS	150				hypothetical protein
ICLPPAIG_47344	CDS	231				hypothetical protein
ICLPPAIG_47345	CDS	240				hypothetical protein
ICLPPAIG_47346	CDS	171				hypothetical protein
ICLPPAIG_47347	CDS	1641				hypothetical protein
ICLPPAIG_47348	CDS	222				hypothetical protein
ICLPPAIG_47349	CDS	513				hypothetical protein
ICLPPAIG_47350	CDS	1296	rocD_2	2.6.1.13	COG4992	Ornithine aminotransferase
ICLPPAIG_47351	CDS	201				hypothetical protein
ICLPPAIG_47352	CDS	297				hypothetical protein
ICLPPAIG_47353	CDS	1518				hypothetical protein
ICLPPAIG_47354	CDS	324				hypothetical protein
ICLPPAIG_47355	CDS	195				hypothetical protein
ICLPPAIG_47356	CDS	2730				hypothetical protein
ICLPPAIG_47357	CDS	171				hypothetical protein
ICLPPAIG_47358	CDS	402				hypothetical protein
ICLPPAIG_47359	CDS	156				hypothetical protein
ICLPPAIG_47360	CDS	705				hypothetical protein
ICLPPAIG_47361	CDS	135				hypothetical protein
ICLPPAIG_47362	CDS	234				hypothetical protein
ICLPPAIG_47363	CDS	2712				hypothetical protein
ICLPPAIG_47364	CDS	231				hypothetical protein
ICLPPAIG_47365	CDS	276				hypothetical protein
ICLPPAIG_47366	CDS	447				hypothetical protein
ICLPPAIG_47367	CDS	621				hypothetical protein
ICLPPAIG_47368	CDS	99				hypothetical protein
ICLPPAIG_47369	CDS	2472				hypothetical protein
ICLPPAIG_47370	CDS	153				hypothetical protein
ICLPPAIG_47371	CDS	1425				hypothetical protein
ICLPPAIG_47372	CDS	207				hypothetical protein
ICLPPAIG_47373	CDS	753				hypothetical protein
ICLPPAIG_47374	CDS	282				hypothetical protein
ICLPPAIG_47375	CDS	2043				hypothetical protein
ICLPPAIG_47376	CDS	978				hypothetical protein
ICLPPAIG_47377	CDS	1944				hypothetical protein
ICLPPAIG_47378	CDS	1527	dapL_7	2.6.1.83		LL-diaminopimelate aminotransferase
ICLPPAIG_47379	CDS	261				hypothetical protein
ICLPPAIG_47380	CDS	1521	udk_14	2.7.1.48		Uridine kinase
ICLPPAIG_47381	CDS	198				hypothetical protein
ICLPPAIG_47382	CDS	225				hypothetical protein
ICLPPAIG_47383	CDS	2664				hypothetical protein
ICLPPAIG_47384	CDS	168				hypothetical protein
ICLPPAIG_47385	CDS	1506				hypothetical protein
ICLPPAIG_47386	CDS	1215				hypothetical protein
ICLPPAIG_47387	CDS	2301				hypothetical protein
ICLPPAIG_47388	CDS	1089				hypothetical protein
ICLPPAIG_47389	CDS	237				hypothetical protein
ICLPPAIG_47390	CDS	438				hypothetical protein
ICLPPAIG_47391	CDS	483				hypothetical protein
ICLPPAIG_47392	CDS	189				hypothetical protein
ICLPPAIG_47393	CDS	513				hypothetical protein
ICLPPAIG_47394	CDS	411				hypothetical protein
ICLPPAIG_47395	CDS	219				hypothetical protein
ICLPPAIG_47396	CDS	678	pth_6	3.1.1.29		Peptidyl-tRNA hydrolase
ICLPPAIG_47397	CDS	2160	ettA_8	3.6.1.-		Energy-dependent translational throttle protein EttA
ICLPPAIG_47398	CDS	387				hypothetical protein
ICLPPAIG_47399	CDS	2271	pknD_215	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_47400	CDS	1701				hypothetical protein
ICLPPAIG_47401	CDS	1137				hypothetical protein
ICLPPAIG_47402	CDS	186				hypothetical protein
ICLPPAIG_47403	CDS	2331				hypothetical protein
ICLPPAIG_47404	CDS	99				hypothetical protein
ICLPPAIG_47405	CDS	387				hypothetical protein
ICLPPAIG_47406	CDS	468				hypothetical protein
ICLPPAIG_47407	CDS	114				hypothetical protein
ICLPPAIG_47408	CDS	171				hypothetical protein
ICLPPAIG_47409	CDS	279				hypothetical protein
ICLPPAIG_47410	CDS	168				hypothetical protein
ICLPPAIG_47411	CDS	300				hypothetical protein
ICLPPAIG_47412	CDS	234				hypothetical protein
ICLPPAIG_47413	CDS	3813				hypothetical protein
ICLPPAIG_47414	CDS	3312	cysJ_10	1.8.1.2		Sulfite reductase [NADPH] flavoprotein alpha-component
ICLPPAIG_47415	CDS	195				hypothetical protein
ICLPPAIG_47416	CDS	732				hypothetical protein
ICLPPAIG_47417	CDS	156				hypothetical protein
ICLPPAIG_47418	CDS	96				hypothetical protein
ICLPPAIG_47419	CDS	186				hypothetical protein
ICLPPAIG_47420	CDS	1653				hypothetical protein
ICLPPAIG_47421	CDS	318				hypothetical protein
ICLPPAIG_47422	CDS	231				hypothetical protein
ICLPPAIG_47423	CDS	228				hypothetical protein
ICLPPAIG_47424	CDS	156				hypothetical protein
ICLPPAIG_47425	CDS	1617				hypothetical protein
ICLPPAIG_47426	CDS	198				hypothetical protein
ICLPPAIG_47427	CDS	648				hypothetical protein
ICLPPAIG_47428	CDS	2190				hypothetical protein
ICLPPAIG_47429	CDS	3084				hypothetical protein
ICLPPAIG_47430	CDS	141				hypothetical protein
ICLPPAIG_47431	CDS	1863				hypothetical protein
ICLPPAIG_47432	CDS	195				hypothetical protein
ICLPPAIG_47433	CDS	390				hypothetical protein
ICLPPAIG_47434	CDS	165				hypothetical protein
ICLPPAIG_47435	CDS	195				hypothetical protein
ICLPPAIG_47436	CDS	309				hypothetical protein
ICLPPAIG_47437	CDS	543				hypothetical protein
ICLPPAIG_47438	CDS	132				hypothetical protein
ICLPPAIG_47439	CDS	189				hypothetical protein
ICLPPAIG_47440	CDS	147				hypothetical protein
ICLPPAIG_47441	CDS	684				hypothetical protein
ICLPPAIG_47442	CDS	120				hypothetical protein
ICLPPAIG_47443	CDS	729				hypothetical protein
ICLPPAIG_47444	CDS	198				hypothetical protein
ICLPPAIG_47445	CDS	687				hypothetical protein
ICLPPAIG_47446	CDS	354				hypothetical protein
ICLPPAIG_47447	CDS	180				hypothetical protein
ICLPPAIG_47448	CDS	408				hypothetical protein
ICLPPAIG_47449	CDS	1977				hypothetical protein
ICLPPAIG_47450	CDS	600				hypothetical protein
ICLPPAIG_47451	CDS	1566	dnaJ_62			Chaperone protein DnaJ
ICLPPAIG_47452	CDS	246				hypothetical protein
ICLPPAIG_47453	CDS	144				hypothetical protein
ICLPPAIG_47454	CDS	213				hypothetical protein
ICLPPAIG_47455	CDS	183				hypothetical protein
ICLPPAIG_47456	CDS	1008				hypothetical protein
ICLPPAIG_47457	CDS	168				hypothetical protein
ICLPPAIG_47458	CDS	279				hypothetical protein
ICLPPAIG_47459	CDS	1458				hypothetical protein
ICLPPAIG_47460	CDS	162				hypothetical protein
ICLPPAIG_47461	CDS	237				hypothetical protein
ICLPPAIG_47462	CDS	555				hypothetical protein
ICLPPAIG_47463	CDS	738				hypothetical protein
ICLPPAIG_47464	CDS	519				hypothetical protein
ICLPPAIG_47465	CDS	966				hypothetical protein
ICLPPAIG_47466	CDS	1011				hypothetical protein
ICLPPAIG_47467	CDS	1479	ttuB_9			Putative tartrate transporter
ICLPPAIG_47468	CDS	174				hypothetical protein
ICLPPAIG_47469	CDS	204				hypothetical protein
ICLPPAIG_47470	CDS	117				hypothetical protein
ICLPPAIG_47471	CDS	1014	sznE_3	2.1.1.381		Arginine N(omega)-methyltransferase
ICLPPAIG_47472	CDS	174				hypothetical protein
ICLPPAIG_47473	CDS	174				hypothetical protein
ICLPPAIG_47474	CDS	492	msrB_5	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
ICLPPAIG_47475	CDS	132				hypothetical protein
ICLPPAIG_47476	CDS	948				hypothetical protein
ICLPPAIG_47477	CDS	453				hypothetical protein
ICLPPAIG_47478	CDS	159				hypothetical protein
ICLPPAIG_47479	CDS	633				hypothetical protein
ICLPPAIG_47480	CDS	210				hypothetical protein
ICLPPAIG_47481	CDS	219				hypothetical protein
ICLPPAIG_47482	CDS	306	groES_4		COG0234	Co-chaperonin GroES
ICLPPAIG_47483	CDS	5568				hypothetical protein
ICLPPAIG_47484	CDS	168				hypothetical protein
ICLPPAIG_47485	CDS	1704	lysP_65		COG0833	Lysine-specific permease LysP
ICLPPAIG_47486	CDS	117				hypothetical protein
ICLPPAIG_47487	CDS	708				hypothetical protein
ICLPPAIG_47488	CDS	915	lysP_66		COG0833	Lysine-specific permease LysP
ICLPPAIG_47489	CDS	135				hypothetical protein
ICLPPAIG_47490	CDS	195				hypothetical protein
ICLPPAIG_47491	CDS	171				hypothetical protein
